Timestamp,How long have you been using Haskell?,Sample Question 2,How would you characterize your use of Haskell today?,What is the status of Haskell in your workplace?,What is the status of Haskell in your workplace?,In which domain(s) are you using Haskell?,Which environment(s) do you use to work with Haskell?,"What language was your primary language just prior to adopting Haskell – or, if Haskell is not your primary language now, what is that primary language?","If Haskell disappeared tomorrow, what language(s) might you use as a ""replacement""?",How would you rate the following qualities of Haskell libraries? [Documentation],How would you rate the following qualities of Haskell libraries? [Test coverage],How would you rate the following qualities of Haskell libraries? [Performance],How would you rate the following qualities of Haskell libraries? [Integration with other libraries],How would you rate the following qualities of Haskell libraries? [Cross platform compatility],How would you rate the following qualities of Haskell libraries? [API stability],How would you rate the following qualities of Haskell libraries? [Ease of use],How would you rate the following qualities of Hackage? [Number of libraries],How would you rate the following qualities of Hackage? [Overall quality of libraries],How would you rate the following qualities of Hackage? [Ease of finding a library for a given task],Reasoning about the performance of Haskell programs is...,What would help you most when reasoning about the performance of your Haskell programs?,How would you rate the following qualities of Hackage? [Ease of judging the quality of a library],What do you think is Haskell's most glaring weakness / blind spot / problem?,How would you rate the following qualities of Hackage? [Likelihood that a library will build on your machine]
7/17/2011 14:18:14,1 year,,I use it for my studies.,,"I'm lobbying to have it be ""endorsed""","Commercial products, Graphics / art","Leksah, Command line REPL",Scala,"O'Caml, Scala",4,3,4,4,4,3,4,5,5,4,3,"Better run-time analysis tools (e.g. profilers), Better library documentation (e.g. documented strictness properties)",4,"stack traces
scattered documentation (wiki.haskell.org) can use some reorganization.
missing learning documentation on advanced topics like type families, etc..",3
7/17/2011 14:18:22,Months,,I use it for my studies.,,It's used secretly,Math / data analysis,vi,Python,Scheme,3,4,3,3,3,4,3,2,4,2,4,"Better teaching material (e.g. books, tutorials, blog posts, recorded talks)",2,There are too many feature in this language. One will never be sure when he/she be able to read others code fluently.,5
7/17/2011 14:18:27,Months,,I'm just tinkering.,,I don't use Haskell at work,"Math / data analysis, Web development","Command line REPL, TextMate","Java, Ruby","Clojure, Erlang, F#, O'Caml, Python, Scala, Scheme",3,,4,4,4,,3,4,4,4,3,"Better teaching material (e.g. books, tutorials, blog posts, recorded talks)",2,,3
7/17/2011 14:18:29,5+ years,,"I use it for serious ""hobby"" projects., I use it for my studies., I use it at work.",,It's endorsed and used in non-production activities,Compilers / interpreters,"Emacs / haskell-mode, Command line REPL",C,O'Caml,3,2,2,3,3,3,2,2,2,3,3,"Better static analysis tools (e.g. linters), Better library documentation (e.g. documented strictness properties)",4,"A GUI library that works out-of-the-box is stil needed, so that even beginners can write functional GUI programs. Also, leksah is on a good way, but I'm stll more comfortable with Emacs' haskell-mode.",3
7/17/2011 14:18:44,5+ years,,"I use it for serious ""hobby"" projects., I use it for my studies., I use it at work.",,It's endorsed and used in production applications,"Commercial products, Compilers / interpreters",,C,"Erlang, Agda2",4,2,4,4,4,4,5,4,4,4,1,"Better run-time analysis tools (e.g. profilers), Better static analysis tools (e.g. linters)",4,I think that the most important omission of Haskell is GUI.,4
7/17/2011 14:20:56,5+ years,,"I use it for my studies., I use it at work.",,It's endorsed and used in production applications,"Open source projects, Compilers / interpreters",Emacs / haskell-mode,C,"Clojure, Common Lisp, F#, O'Caml, Scala, Scheme",3,4,4,4,3,3,3,4,3,5,4,"Better run-time analysis tools (e.g. profilers), Better teaching material (e.g. books, tutorials, blog posts, recorded talks)",3,,2
7/17/2011 14:21:16,5+ years,,I use it at work.,,It's endorsed and used in production applications,"Open source projects, Compilers / interpreters",vi,"Java, Eiffel",,3,3,3,3,2,3,3,2,3,3,4,More results in research,3,"The language still has a long way to go to find acceptance with a larger audience. To be really productive with the language you need to have a good understanding of concepts that are (too?) difficult to grasp for the masses. I envision that in the future even users that have not understood functional programming and monads still can learn to assemble monad stacks to create an environment with the required capabilities and just continue to program imperatively, but then in a more controlled fashion.

In short: Haskell researchers still need to find a good abstraction from the language. Monads and monad transformers are a good start but currently still far from the ideal solution.",3
7/17/2011 14:21:20,5+ years,,"I use it for serious ""hobby"" projects.",,I don't use Haskell at work,"Gaming, Open source projects, Compilers / interpreters","vi, Command line REPL",Python,"Clojure, Erlang, F#, Python, Scala",3,,,3,,,4,3,3,4,4,"Better run-time analysis tools (e.g. profilers), Better static analysis tools (e.g. linters), live, unedited, unscripted coding screencasts",2,"Haskell community, support, documentation, tutorials are very much geared towards solving small problems (<one screen of code).

Personally, I have often been frustrated when developping bigger software projects about
- how to design a good structure
- how to refactor
- how to use good tool support
- how to handle it when I find out that I need to pull IO monad through to a deeply nested pure function
- how to reason about strictness and performance (i.e. how to get a writer monad with non-strict semantics so that it will give debug output on a non-terminating program)",3
7/17/2011 14:21:34,5+ years,,I use it at work.,,It's endorsed and used in production applications,Web development,Emacs / haskell-mode,O'Caml,O'Caml,2,3,4,4,5,4,4,4,4,3,3,Better library documentation (e.g. documented strictness properties),3,"Authors assume too much knowledge, omitting explanations they think are trivial or redundant.",5
7/17/2011 14:21:49,5+ years,,I use it at work.,,It's endorsed and used in production applications,Math / data analysis,"Command line REPL, Gedit","C, C++, Mathematica, Octave",,4,4,4,4,3,3,3,5,4,4,3,,4,,4
7/17/2011 14:24:05,Weeks,,I use it for my studies.,,I don't use Haskell at work,Web development,vi,Python,Python,4,4,4,4,4,4,4,4,4,4,3,"Better teaching material (e.g. books, tutorials, blog posts, recorded talks)",4,,4
7/17/2011 14:24:47,Months,,I'm just tinkering.,,I don't use Haskell at work,Compilers / interpreters,Emacs / haskell-mode,C++,F#,2,2,2,2,2,2,2,4,3,3,5,"Better run-time analysis tools (e.g. profilers), Better static analysis tools (e.g. linters), Better teaching material (e.g. books, tutorials, blog posts, recorded talks), Better library documentation (e.g. documented strictness properties)",1,"IDE, Ecosystem, because of these it is impossible to program ""in large"".",2
7/17/2011 14:25:20,2 years,,"I use it for my studies., I use it at work.",,It's endorsed and used in production applications,"Open source projects, Compilers / interpreters",Emacs / haskell-mode,"C++, Java, Scala","O'Caml, Scala, Agda",4,4,4,4,4,4,4,4,4,4,5,Better run-time analysis tools (e.g. profilers),4,"Impredictable memory and CPU performance because of lazy evaluation.
No production-grade compiler to JVM.",4
7/17/2011 14:25:37,Months,,I use it for my studies.,,I don't use Haskell at work,Compilers / interpreters,vi,C++,Scala,3,,,,,,,4,4,3,5,,3,huge resource consumption,2
7/17/2011 14:27:16,5+ years,,I use it at work.,,It's endorsed and used in production applications,Math / data analysis,Emacs / haskell-mode,Java,Python,3,3,4,3,5,5,4,4,4,4,4,Better run-time analysis tools (e.g. profilers),2,Difficulty in figuring out and controlling what will be fully evaluated when--I work with data sets too large to hold in memory and when iterating over them I often unintentionally leave unevaluated thunks in containers for accumulating summary data.,5
7/17/2011 14:28:32,4 years,,"I'm just tinkering., I use it for serious ""hobby"" projects.",,I don't use Haskell at work,"Math / data analysis, Network programming, Open source projects",Emacs / haskell-mode,Python,O'Caml,3,3,4,2,3,3,3,5,5,4,3,"Better run-time analysis tools (e.g. profilers), Better library documentation (e.g. documented strictness properties)",2,,3
7/17/2011 14:29:01,5+ years,,I use it at work.,,It's endorsed and used in non-production activities,"""NoSQL"" usage, EAI - ""enterprisy"" stuff, Open source projects, Finance",Emacs / haskell-mode,SML,"F#, Go, O'Caml, Objective C, Scala, APL, SETL, R, Mathematica, Matlab",1,2,1,2,4,2,2,4,2,2,5,"Different semantics and implementation technology (call-by-value, unboxed data types as default), plus language-based, transparent cost model",2,"Combinatory syntax (programs sequence of identifiers)
Layout-based syntax as preferred format (terrible!)
No inductive datatypes (without GHC.Prim) and thus no support for inductive reasoning 
Too implicit syntax, little semantic information in program fragments due to massive overloading (type classes). 
Bewilderingly many generic programming and type-level programming extensions, but few high-performance base libraries supporting associative access
Too complex type inference (for programs requiring higher-ranked types)
Documentation organized by overloading (by classes) rather than constructor/observer/destructor (by types)
Lazy evaluation (no asymptotic cost model, leads to double indirection due to lazy evaluation and boxed data types, which, together with garbage collection, makes time and space performance particularly incomprehensible; plus complicates parallel implementation)

",4
7/17/2011 14:29:32,5+ years,,"I use it for serious ""hobby"" projects.",,It's used secretly,"Gaming, Graphics / art, Open source projects","vi, Command line REPL, Eclipse / EclispeFP","C++, Java",Scala,3,3,4,2,4,2,3,5,4,4,3,"Better run-time analysis tools (e.g. profilers), Better library documentation (e.g. documented strictness properties)",4,,4
7/17/2011 14:29:54,2 years,,"I use it for serious ""hobby"" projects., I use it for my studies.",,I don't use Haskell at work,"Thick clients: GTK etc, Web development",Emacs / haskell-mode,"C, C++, Java","O'Caml, Scheme",3,4,4,4,2,5,5,3,3,5,4,"Better teaching material (e.g. books, tutorials, blog posts, recorded talks)",3,"more standarized tools/libraries set as part of platform.
including GUI libraries (e.g. GTK)",2
7/17/2011 14:31:10,5+ years,,I use it at work.,,It's endorsed and used in non-production activities,Math / data analysis,Emacs / haskell-mode,"Prolog, Scheme","F#, O'Caml, Scala",3,3,3,2,4,3,4,5,3,4,3,Better run-time analysis tools (e.g. profilers),3,,4
7/17/2011 14:31:14,2 years,,"I'm just tinkering., I use it for serious ""hobby"" projects.",,I don't use Haskell at work,Web development,"Emacs / haskell-mode, Command line REPL",Java,"Clojure, Scala",3,3,3,4,3,3,2,3,3,4,3,Better run-time analysis tools (e.g. profilers),2,,4
7/17/2011 14:32:28,3 years,,"I'm just tinkering., I use it for serious ""hobby"" projects., I use it for my studies.",,I don't use Haskell at work,"Math / data analysis, Web development, Compilers / interpreters","Command line REPL, TextMate",Javascript,"F#, O'Caml, Scala, Agda, Idris",4,3,4,4,4,4,4,4,4,1,4,"Better run-time analysis tools (e.g. profilers), Better library documentation (e.g. documented strictness properties)",1,The state of Hackage.,4
7/17/2011 14:32:44,3 years,,I'm just tinkering.,,,Graphics / art,"Command line REPL, Gedit",Java,Java,1,3,1,2,1,2,2,1,2,2,2,Better run-time analysis tools (e.g. profilers),3,"None of my fellow-students knows it, so we can't use it for toy projects.",1
7/17/2011 14:32:58,5+ years,,"I use it for serious ""hobby"" projects., I use it for my studies., I use it at work.",,It's endorsed and used in production applications,"Commercial products, Math / data analysis, Open source projects, Embedded, Compilers / interpreters",Emacs / haskell-mode,"C, C++, SML",O'Caml,5,5,3,4,3,4,5,4,4,2,3,"Better run-time analysis tools (e.g. profilers), Better static analysis tools (e.g. linters)",2,Reconciling the parallel execution model and the sequential execution substrate,3
7/17/2011 14:34:12,Months,,"I use it for serious ""hobby"" projects.",,I don't use Haskell at work,"Commercial products, Math / data analysis, Network programming, Open source projects, Web development, Finance, Compilers / interpreters","vi, Command line REPL","C, Python",Haskell,4,4,5,5,3,3,3,5,4,2,2,"Better run-time analysis tools (e.g. profilers), Better static analysis tools (e.g. linters), Better teaching material (e.g. books, tutorials, blog posts, recorded talks), Better library documentation (e.g. documented strictness properties)",2,,5
7/17/2011 14:34:29,1 year,,I'm just tinkering.,,I don't use Haskell at work,,Emacs / haskell-mode,C++,O'Caml,2,2,2,2,2,2,3,2,2,3,3,"Better teaching material (e.g. books, tutorials, blog posts, recorded talks)",4,,4
7/17/2011 14:34:35,2 years,,"I use it for my studies., I use it at work.",,It's endorsed and used in non-production activities,Math / data analysis,"vi, Leksah, Command line REPL","C++, Java","Clojure, F#",1,2,4,4,4,4,2,5,4,3,3,Better library documentation (e.g. documented strictness properties),2,"Some sort of standard toolset/libraryset seems to be missing from my point of view. E.g. a Testsuite with easy integration into cabal, a standard library for better record types...
But maybe it is just hard to find out, what the best library/tool would be",4
7/17/2011 14:36:05,5+ years,,"I'm just tinkering., I use it for serious ""hobby"" projects.",,I don't use Haskell at work,"Network programming, Compilers / interpreters",vi,"Go, Python","Go, O'Caml, Python",2,3,3,2,4,3,1,4,3,2,4,"Better teaching material (e.g. books, tutorials, blog posts, recorded talks), Better library documentation (e.g. documented strictness properties)",2,,4
7/17/2011 14:36:31,3 years,,"I use it for serious ""hobby"" projects., I use it at work.",,,Math / data analysis,vi,"C, C++",,2,3,4,3,3,3,3,4,4,3,2,"Better run-time analysis tools (e.g. profilers), dynamic access to profiler's statistcs during execution",2,,4
7/17/2011 14:36:38,5+ years,,"I use it for serious ""hobby"" projects.",,It's used secretly,"Gaming, Open source projects, Thick clients: GTK etc, Compilers / interpreters","Emacs / haskell-mode, Notepad++",Ada,Ada,4,3,3,3,5,4,4,5,4,4,4,Better run-time analysis tools (e.g. profilers),3,"Speed (or at least, ease of finding out why a program is slow)",5
7/17/2011 14:36:46,2 years,,"I use it for serious ""hobby"" projects., I use it for my studies.",,I don't use Haskell at work,"Network programming, Open source projects, System administration, Web development",vi,"C, Python",Erlang,3,4,3,4,4,2,4,4,4,5,4,"Better run-time analysis tools (e.g. profilers), Better library documentation (e.g. documented strictness properties)",2,,4
